/workspace/bot/bot.py:185: PTBUserWarning: If 'per_message=False', 'CallbackQueryHandler' will not be tracked for every message. Read this FAQ entry to learn more about the per_* settings: https://github.com/python-telegram-bot/python-telegram-bot/wiki/Frequently-Asked-Questions#what-do-the-per_-settings-in-conversationhandler-do.
2025-08-09 03:11:41,885 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:11:51,973 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:12:02,059 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:12:12,143 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:12:22,228 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:12:32,313 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:12:42,398 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:12:52,485 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:13:02,571 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:13:12,656 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:13:22,741 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:13:32,827 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:13:42,914 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:13:52,999 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:14:03,084 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:14:13,171 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:14:23,265 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:14:33,350 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:14:43,435 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:14:53,521 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:15:03,607 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:15:13,691 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:15:23,777 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:15:33,862 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:15:38,479 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:15:38,496 INFO HTTP Request: POST http://127.0.0.1:8000/tasks "HTTP/1.1 200 OK"
2025-08-09 03:15:38,761 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:15:38,769 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/8fb87158-listener "HTTP/1.1 200 OK"
2025-08-09 03:15:38,870 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:15:40,876 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/8fb87158-listener "HTTP/1.1 200 OK"
2025-08-09 03:15:40,982 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:15:42,987 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/8fb87158-listener "HTTP/1.1 200 OK"
2025-08-09 03:15:43,087 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:15:45,093 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/8fb87158-listener "HTTP/1.1 200 OK"
2025-08-09 03:15:45,191 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:15:47,197 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/8fb87158-listener "HTTP/1.1 200 OK"
2025-08-09 03:15:47,300 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:15:48,574 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:15:49,305 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/8fb87158-listener "HTTP/1.1 200 OK"
2025-08-09 03:15:49,413 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:15:49,416 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/8fb87158-listener/artifacts "HTTP/1.1 200 OK"
2025-08-09 03:15:49,535 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendDocument "HTTP/1.1 200 OK"
2025-08-09 03:15:49,627 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:15:49,735 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:15:53,537 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:15:53,623 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/answerCallbackQuery "HTTP/1.1 200 OK"
2025-08-09 03:15:53,725 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/editMessageText "HTTP/1.1 200 OK"
2025-08-09 03:16:00,961 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:16:00,971 INFO HTTP Request: POST http://127.0.0.1:8000/tasks "HTTP/1.1 200 OK"
2025-08-09 03:16:01,284 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:01,292 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android "HTTP/1.1 200 OK"
2025-08-09 03:16:01,410 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:03,415 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android "HTTP/1.1 200 OK"
2025-08-09 03:16:03,620 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:05,626 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android "HTTP/1.1 200 OK"
2025-08-09 03:16:05,756 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:07,760 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android "HTTP/1.1 200 OK"
2025-08-09 03:16:07,881 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:09,887 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android "HTTP/1.1 200 OK"
2025-08-09 03:16:10,000 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:11,053 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:16:12,006 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android "HTTP/1.1 200 OK"
2025-08-09 03:16:12,103 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:14,110 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android "HTTP/1.1 200 OK"
2025-08-09 03:16:14,289 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:16,294 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android "HTTP/1.1 200 OK"
2025-08-09 03:16:16,408 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:18,414 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android "HTTP/1.1 200 OK"
2025-08-09 03:16:18,514 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendMessage "HTTP/1.1 200 OK"
2025-08-09 03:16:18,516 INFO HTTP Request: GET http://127.0.0.1:8000/tasks/a4c2f33b-android/artifacts "HTTP/1.1 200 OK"
2025-08-09 03:16:18,708 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/sendDocument "HTTP/1.1 200 OK"
2025-08-09 03:16:21,140 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:16:31,226 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:16:41,311 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:16:51,397 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:17:01,482 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:17:11,568 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:17:21,653 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:17:31,738 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:17:41,826 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:17:51,911 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:18:01,997 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:18:12,082 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:18:22,167 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:18:32,253 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:18:42,339 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:18:52,427 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:19:02,514 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:19:12,600 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:19:22,686 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:19:32,771 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:19:42,857 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:19:52,943 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
2025-08-09 03:20:03,028 INFO HTTP Request: POST https://api.telegram.org/bot7744986521:AAGNwbXza2iKAFjd528XfSkoZPrakw1dr9w/getUpdates "HTTP/1.1 200 OK"
